item_id,timestamp,target,band_700,band_800,band_1800,band_2100,band_2600,band_3500,traffic_ref_2023_mbps
T36870A,2023-06-05,19.19716066,0,1,1,0,0,0,15.444746107206669
T36870A,2023-06-12,18.95533246,0,1,1,0,0,0,15.444746107206669
T36870A,2023-06-19,23.43980729,0,1,1,0,0,0,15.444746107206669
T36870A,2023-06-26,21.15366043,0,1,1,0,0,0,15.444746107206669
T36870A,2023-07-03,17.74534281,0,1,1,0,0,0,15.444746107206669
T36870A,2023-07-10,21.01967243,0,1,1,0,0,0,15.444746107206669
T36870A,2023-07-17,23.33613877,0,1,1,0,0,0,15.444746107206669
T36870A,2023-07-24,21.02157058,0,1,1,0,0,0,15.444746107206669
T36870A,2023-07-31,21.40639372,0,1,1,0,0,0,15.444746107206669
T36870A,2023-08-07,16.46552283,0,1,1,0,0,0,15.444746107206669
T36870A,2023-08-14,21.17252398,0,1,1,0,0,0,15.444746107206669
T36870A,2023-08-21,28.09810513,0,1,1,0,0,0,15.444746107206669
T36870A,2023-08-28,21.81100743,0,1,1,0,0,0,15.444746107206669
T36870A,2023-09-04,20.3967305,0,1,1,0,0,0,15.444746107206669
T36870A,2023-09-11,20.28753016,0,1,1,0,0,0,15.444746107206669
T36870A,2023-09-18,24.94498843,0,1,1,0,0,0,15.444746107206669
T36870A,2023-09-25,21.04688181,0,1,1,0,0,0,15.444746107206669
T36870A,2023-10-02,22.71145042,0,1,1,0,0,0,15.444746107206669
T36870A,2023-10-09,20.05896587,0,1,1,0,0,0,15.444746107206669
T36870A,2023-10-16,23.14167201,0,1,1,0,0,0,15.444746107206669
T36870A,2023-10-23,24.49206586,0,1,1,0,0,0,15.444746107206669
T36870A,2023-10-30,26.95980676,0,1,1,0,0,0,15.444746107206669
T36870A,2023-11-06,21.80656824,0,1,1,0,0,0,15.444746107206669
T36870B,2018-11-12,0.173192962,0,1,1,0,0,0,5.575435391832768
T36870B,2018-11-19,0.171600746,0,1,1,0,0,0,5.575435391832768
T36870B,2018-11-26,0.232800176,0,1,1,0,0,0,5.575435391832768
T36870B,2018-12-03,0.353382809,0,1,1,0,0,0,5.575435391832768
T36870B,2018-12-10,0.331650513,0,1,1,0,0,0,5.575435391832768
T36870B,2018-12-17,0.331756374,0,1,1,0,0,0,5.575435391832768
T36870B,2018-12-24,0.572135272,0,1,1,0,0,0,5.575435391832768
T36870B,2018-12-31,0.614135986,0,1,1,0,0,0,5.575435391832768
T36870B,2019-01-07,0.448079716,0,1,1,0,0,0,5.575435391832768
T36870B,2019-01-14,0.531834397,0,1,1,0,0,0,5.575435391832768
T36870B,2019-01-21,0.624668373,0,1,1,0,0,0,5.575435391832768
T36870B,2019-01-28,0.857357142,0,1,1,0,0,0,5.575435391832768
T36870B,2019-02-04,1.241328011,0,1,1,0,0,0,5.575435391832768
T36870B,2019-02-11,1.151042526,0,1,1,0,0,0,5.575435391832768
T36870B,2019-02-18,1.240075537,0,1,1,0,0,0,5.575435391832768
T36870B,2019-02-25,1.001398582,0,1,1,0,0,0,5.575435391832768
T36870B,2019-03-04,0.489634967,0,1,1,0,0,0,5.575435391832768
T36870B,2019-03-11,0.960091392,0,1,1,0,0,0,5.575435391832768
T36870B,2019-03-18,1.028498773,0,1,1,0,0,0,5.575435391832768
T36870B,2019-03-25,0.894733468,0,1,1,0,0,0,5.575435391832768
T36870B,2019-04-01,1.107781948,0,1,1,0,0,0,5.575435391832768
T36870B,2019-04-08,0.802204128,0,1,1,0,0,0,5.575435391832768
T36870B,2019-04-15,1.009407057,0,1,1,0,0,0,5.575435391832768
T36870B,2019-04-22,1.070648151,0,1,1,0,0,0,5.575435391832768
T36870B,2019-04-29,1.104428796,0,1,1,0,0,0,5.575435391832768
T36870B,2019-05-06,1.193732558,0,1,1,0,0,0,5.575435391832768
T36870B,2019-05-13,0.576847216,0,1,1,0,0,0,5.575435391832768
T36870B,2019-05-20,0.705745639,0,1,1,0,0,0,5.575435391832768
T36870B,2019-05-27,0.963654104,0,1,1,0,0,0,5.575435391832768
T36870B,2019-06-03,0.940301863,0,1,1,0,0,0,5.575435391832768
T36870B,2019-06-10,0.937758261,0,1,1,0,0,0,5.575435391832768
T36870B,2019-06-17,0.446778647,0,1,1,0,0,0,5.575435391832768
T36870B,2019-06-24,0.643419335,0,1,1,0,0,0,5.575435391832768
T36870B,2019-07-01,1.034183546,0,1,1,0,0,0,5.575435391832768
T36870B,2019-07-08,1.328331875,0,1,1,0,0,0,5.575435391832768
T36870B,2019-07-15,1.711087562,0,1,1,0,0,0,5.575435391832768
T36870B,2019-07-22,4.667857044,0,1,1,0,0,0,5.575435391832768
T36870B,2019-07-29,3.624617339,0,1,1,0,0,0,5.575435391832768
T36870B,2019-08-05,2.632540591,0,1,1,0,0,0,5.575435391832768
T36870B,2019-08-12,2.926071425,0,1,1,0,0,0,5.575435391832768
T36870B,2019-08-19,1.552871858,0,1,1,0,0,0,5.575435391832768
T36870B,2019-08-26,1.981504454,0,1,1,0,0,0,5.575435391832768
T36870B,2019-09-02,1.731115343,0,1,1,0,0,0,5.575435391832768
T36870B,2019-09-09,1.796708347,0,1,1,0,0,0,5.575435391832768
T36870B,2019-09-16,1.212028965,0,1,1,0,0,0,5.575435391832768
T36870B,2019-09-23,2.097108329,0,1,1,0,0,0,5.575435391832768
T36870B,2019-09-30,1.525140731,0,1,1,0,0,0,5.575435391832768
T36870B,2019-10-07,1.654275032,0,1,1,0,0,0,5.575435391832768
T36870B,2019-10-14,1.424782444,0,1,1,0,0,0,5.575435391832768
T36870B,2019-10-21,1.302839737,0,1,1,0,0,0,5.575435391832768
T36870B,2019-10-28,1.321369391,0,1,1,0,0,0,5.575435391832768
T36870B,2019-11-04,1.720068667,0,1,1,0,0,0,5.575435391832768
T36870B,2019-11-11,1.662487264,0,1,1,0,0,0,5.575435391832768
T36870B,2019-11-18,1.728976175,0,1,1,0,0,0,5.575435391832768
T36870B,2019-11-25,1.596040087,0,1,1,0,0,0,5.575435391832768
T36870B,2019-12-02,1.428390179,0,1,1,0,0,0,5.575435391832768
T36870B,2019-12-09,2.004948316,0,1,1,0,0,0,5.575435391832768
T36870B,2019-12-16,1.309237786,0,1,1,0,0,0,5.575435391832768
T36870B,2019-12-23,1.558658427,0,1,1,0,0,0,5.575435391832768
T36870B,2019-12-30,2.063722506,0,1,1,0,0,0,5.575435391832768
T36870B,2020-01-06,1.193752814,0,1,1,0,0,0,5.575435391832768
T36870B,2020-01-13,0.769667966,0,1,1,0,0,0,5.575435391832768
T36870B,2020-01-20,1.055481283,0,1,1,0,0,0,5.575435391832768
T36870B,2020-01-27,0.995281176,0,1,1,0,0,0,5.575435391832768
T36870B,2020-02-03,0.883315326,0,1,1,0,0,0,5.575435391832768
T36870B,2020-02-10,0.964346607,0,1,1,0,0,0,5.575435391832768
T36870B,2020-02-17,1.49015287,0,1,1,0,0,0,5.575435391832768
T36870B,2020-02-24,1.416220318,0,1,1,0,0,0,5.575435391832768
T36870B,2020-03-02,0.971654661,0,1,1,0,0,0,5.575435391832768
T36870B,2020-03-09,1.287109844,0,1,1,0,0,0,5.575435391832768
T36870B,2020-03-16,1.669024589,0,1,1,0,0,0,5.575435391832768
T36870B,2020-03-23,1.663843695,0,1,1,0,0,0,5.575435391832768
T36870B,2020-03-30,1.174495316,0,1,1,0,0,0,5.575435391832768
T36870B,2020-04-06,1.551226442,0,1,1,0,0,0,5.575435391832768
T36870B,2020-04-13,1.95332582,0,1,1,0,0,0,5.575435391832768
T36870B,2020-04-20,1.611640315,0,1,1,0,0,0,5.575435391832768
T36870B,2020-04-27,2.218255703,0,1,1,0,0,0,5.575435391832768
T36870B,2020-05-04,1.581842441,0,1,1,0,0,0,5.575435391832768
T36870B,2020-05-11,2.148531275,0,1,1,0,0,0,5.575435391832768
T36870B,2020-05-18,6.083630138,0,1,1,0,0,0,5.575435391832768
T36870B,2020-05-25,1.741091589,0,1,1,0,0,0,5.575435391832768
T36870B,2020-06-01,1.724596559,0,1,1,0,0,0,5.575435391832768
T36870B,2020-06-08,1.721139215,0,1,1,0,0,0,5.575435391832768
T36870B,2020-06-15,2.291626967,0,1,1,0,0,0,5.575435391832768
T36870B,2020-06-22,2.058476498,0,1,1,0,0,0,5.575435391832768
T36870B,2020-06-29,1.784581066,0,1,1,0,0,0,5.575435391832768
T36870B,2020-07-06,2.383331343,0,1,1,0,0,0,5.575435391832768
T36870B,2020-07-13,2.606283012,0,1,1,0,0,0,5.575435391832768
T36870B,2020-07-20,2.716874689,0,1,1,0,0,0,5.575435391832768
T36870B,2020-07-27,1.953964934,0,1,1,0,0,0,5.575435391832768
T36870B,2020-08-03,2.870899424,0,1,1,0,0,0,5.575435391832768
T36870B,2020-08-10,3.016737634,0,1,1,0,0,0,5.575435391832768
T36870B,2020-08-17,2.891754213,0,1,1,0,0,0,5.575435391832768
T36870B,2020-08-24,2.306329362,0,1,1,0,0,0,5.575435391832768
T36870B,2020-08-31,2.009475267,0,1,1,0,0,0,5.575435391832768
T36870B,2020-09-07,2.317640162,0,1,1,0,0,0,5.575435391832768
T36870B,2020-09-14,1.777087985,0,1,1,0,0,0,5.575435391832768
T36870B,2020-09-21,2.229660403,0,1,1,0,0,0,5.575435391832768
T36870B,2020-09-28,2.352639349,0,1,1,0,0,0,5.575435391832768
